Address,AreaName,Price ($),lat,lng,AreaCode
"292 Hemlock Street Waterloo, ON",Waterloo,660000,43.47789,-80.532875,164
"116 PROVIDENT WAY Hamilton, ON",Mount Hope,549000,43.149986,-79.922073,608
"306 30 HICKORY Street E Waterloo, ON",Waterloo,198900,43.479053,-80.523216,164
"74 MONZA Drive Hamilton, ON",Stoney Creek,744900,43.221107,-79.63694,278
"121 MILLEN RD Hamilton, ON",Stoney Creek,499000,43.215652,-79.724533,278
"#B506 - 62 BALSAM ST Waterloo, ON",Waterloo,354900,43.47646,-80.529869,164
"76 Mcdougall Road Waterloo, ON",Beechwood,318500,43.461857,-80.545258,165
"254 GATESTONE Drive Hamilton, ON",Stoney Creek,599000,43.178707,-79.792221,278
"D 511 Weber Street N Waterloo, ON",Waterloo,198000,43.491726,-80.538803,164
"338 WESTCOURT PL Waterloo, ON",Waterloo,259500,43.462418,-80.540382,164
"663 KARLSFELD Road Waterloo, ON",Waterloo,419000,43.458202,-80.579491,164
"45 Westmount Road Waterloo, ON",Waterloo,187900,43.461102,-80.53891,164
"715 HIAWATHA Boulevard Ancaster, ON",Ancaster,629900,43.231331,-79.956947,283
"1410 144 Park Street Waterloo, ON",Waterloo,389900,43.458778,-80.520493,164
"60 CORNERSTONE Drive Hamilton, ON",Stoney Creek,399900,43.197254,-79.809708,278
"162 WESTCOURT PL Waterloo, ON",Waterloo,259500,43.462444,-80.539848,164
"326 LESTER Street Waterloo, ON",Waterloo,1300000,43.476902,-80.53669,164
"570 Kiwanis Park Drive Waterloo, ON",Kitchener,2259000,43.500759,-80.479286,276
"421 8TH CONC Road East Carlisle, ON",Carlisle,839000,43.128738,-81.483505,616
"1337 CENTRE Road Flamborough, ON",Carlisle,879900,43.385651,-79.968712,616
"182 WESTCOURT PL Waterloo, ON",Waterloo,259500,43.462864,-80.540176,164
"269 Hazel Street Waterloo, ON",Waterloo,850000,43.476757,-80.52951,164
"222 WESTCOURT PL Waterloo, ON",Waterloo,279900,43.463478,-80.541344,164
"28 GLOVER ACCESS Road Stoney Creek, ON",Stoney Creek,349000,43.227119,-79.672813,278
"176 Clayfield Avenue Waterloo, ON",Waterloo,790000,43.471992,-80.526512,164
"888 4th Concession Road W Flamborough, ON",Dundas,1199000,43.308113,-80.018059,607
"276 DEERCREEK Drive Ancaster, ON",Ancaster,1149900,43.22887,-79.993011,283
"1188 BARTON Street Hamilton, ON",Winona,1595000,43.213367,-79.656593,620
"1201 375 KING Street N Waterloo, ON",Waterloo,179900,43.482498,-80.527054,164
"185 Pinegrove Crescent Waterloo, ON",Waterloo,624900,43.490139,-80.549873,164
"9821 CHIPPEWA RD W Hamilton, ON",Mount Hope,1850000,43.140217,-79.95414,608
"1415 GOLF CLUB RD Hamilton, ON",Hamilton,1199000,43.14888,-79.755547,34
"406 253 Albert Street Waterloo, ON",Waterloo,359900,43.475098,-80.533112,164
"8 Roslin Avenue Waterloo, ON",Waterloo,424000,43.461205,-80.531532,164
"310 King Street N Waterloo, ON",Waterloo,875000,43.478867,-80.525093,164
"1268 #6 Highway Hamilton, ON",Hamilton,498997,43.363457,-79.986748,34
"705 55 Blue Springs Drive Waterloo, ON",Waterloo,224900,43.487049,-80.522484,164
"1853 UPPER JAMES Street Hamilton, ON",Hamilton,0,43.194717,-79.896156,34
"255 Dundas Street E Hamilton, ON",Waterdown,199000,43.330944,-79.897682,614
"#B204 - 62 BALSAM ST Waterloo, ON",Waterloo,335786,43.47646,-80.529869,164
"7 Father David Bauer Drive Waterloo, ON",Waterloo,2500,43.462784,-80.52639,164
"50 Hickory Street Waterloo, ON",Waterloo,565000,43.477802,-80.529823,164
"102 REGINA Street N Waterloo, ON",Waterloo,629900,43.470753,-80.522362,164
"#5 - 1119 FENNEL AVE E Hamilton, ON",Sherwood,55000,43.225883,-79.828125,187
"921 Highway 6 . Hamilton, ON",Hamilton,599000,43.340038,-79.95726,34
"196 WESTCOURT PL Waterloo, ON",Waterloo,274900,43.462334,-80.539276,164
"173 Clayfield Avenue Waterloo, ON",Waterloo,770000,43.471565,-80.526604,164
"131 BRIDGEPORT Road E Waterloo, ON",Waterloo,450000,43.470795,-80.510536,164
"112 SLIVERSPRING CRES Hamilton, ON",Hamilton,773000,43.177795,-79.809013,34
"98 CULPEPPER DR Waterloo, ON",Waterloo,549000,43.454952,-80.540947,164
"335 11TH CONCESSION RD E Hamilton, ON",Flamborough,1600000,43.421185,-80.005341,611
"406 Rideau River Street Waterloo, ON",Waterloo,779900,43.491314,-80.587723,164
"209 ROSSLYN Avenue Hamilton, ON",Crown Point West,379500,43.249668,-79.820389,190
"6 12 Bridgeport Road E Waterloo, ON",Waterloo,299900,43.467861,-80.52224,164
"247 BARTON ST Hamilton, ON",Stoney Creek,449900,43.230972,-79.732246,278
"Lot #155 Snowberry Court Waterloo, ON",Waterloo,778375,43.457218,-80.600441,164
"975 QUEENSTON Road Hamilton, ON",Hamilton,55000,43.225399,-79.749779,34
"503 6 willow Street Waterloo, ON",Waterloo,284900,43.465473,-80.516914,164
"359 Erb Street W Waterloo, ON",Waterloo,1200000,43.454338,-80.547264,164
"73 George Street Waterloo, ON",Waterloo,1450000,43.46352,-80.517075,164
"63 NORMAN Street Hamilton, ON",Crown Point East,324900,43.249035,-79.812454,543
"5 WESTBOURNE Road Hamilton, ON",Ainslie Wood North,579000,43.257938,-79.930542,621
"318 Spruce Street Waterloo, ON",Waterloo,25,43.479122,-80.526459,164
"67 Cardill Crescent Waterloo, ON",Waterloo,489900,43.481316,-80.534988,164
"210 WILSON Street Hamilton, ON",Central Hamilton,449900,43.256386,-79.858673,7
"5226 BURNHAM ST N GORES LANDING, ON",Gores Landing,339900,44.118019,-78.233566,547
"5303 PLANK RD GORES LANDING, ON",Gores Landing,1295000,44.121815,-78.233864,547
"11 EWEN Road Hamilton, ON",Ainslie Wood,529900,43.256733,-79.931641,582
"1021 CONCESSION 6TH RD Hamilton, ON",Flamborough,1899000,43.31226,-80.215385,611
"604 223 Erb Street W Waterloo, ON",Waterloo,338000,43.459091,-80.536346,164
"133 Longwood Drive Waterloo, ON",Waterloo,429900,43.489487,-80.538544,164
"129 Bridgeport Road E Waterloo, ON",Waterloo,450000,43.470757,-80.510689,164
"294 Magnolia Place Waterloo, ON",Waterloo,649500,43.497231,-80.566391,164
"152 WOOD Street Hamilton, ON",North End East,419900,43.27013,-79.856232,37
"1268 #6 Highway Flamborough, ON",Hamilton,498997,43.363457,-79.986748,34
"#9 - 64 HAMILTON ST N Hamilton, ON",Waterdown,275000,43.33239,-79.896606,614
"118 HUNTINGWOOD Avenue Hamilton, ON",Dundas,689900,43.259388,-79.982475,607
"206 Candlewood Crescent Waterloo, ON",Beechwood,322500,43.459389,-80.55706,165
"333 MCCRAE STATION Road Flamborough, ON",Hamilton,1199950,43.450249,-80.05542,34
"255 DUNDAS ST E Hamilton, ON",Waterdown,199000,43.330944,-79.897682,614
"102 10TH CONCESSION RD E Hamilton, ON",Hamilton,1300000,43.396938,-80.007851,34
"310 Winterburg Court Waterloo, ON",Waterloo,678500,43.456665,-80.586807,164
"236 WESTCOURT PL Waterloo, ON",Waterloo,279900,43.462543,-80.539085,164
"1565 BINBROOK Road Hamilton, ON",Hamilton,699900,43.114319,-79.776146,34
"23 GLADIOLA DR Hamilton, ON",Carlisle,1229800,43.391003,-79.972076,616
"97 MYRTLE Avenue Hamilton, ON",St. Clair,478900,43.246872,-79.849327,552
"4 PATRICE CRT Hamilton, ON",Dundas,285000,43.26276,-79.974335,607
"137 COCHRANE Road Hamilton, ON",Bartonville,349900,43.235397,-79.800629,384
"16 PALOMINO DR Hamilton, ON",Carlisle,1250000,43.406231,-79.969292,616
"21 FIRESIDE Drive Hamilton, ON",Hamilton,724900,43.396072,-80.028946,34
"2150 Highway 6 . Hamilton, ON",Hamilton,439900,43.38932,-80.022476,34
"580 Kiwanis Park Drive Waterloo, ON",Kitchener,1998000,43.500622,-80.478874,276
"1310 CANNON ST Hamilton, ON",Crown Point East,499000,43.246353,-79.812668,543
"810 191 King Street S Waterloo, ON",Waterloo,419000,43.459396,-80.518845,164
"46 ROBINS Avenue Hamilton, ON",Crown Point East,209900,43.246048,-79.809837,543
"560 Sheffield Road Hamilton, ON",Hamilton,599900,43.269604,-80.188293,34
"51 - 33 ROCHELLE Avenue Hamilton, ON",Quinndale,199000,43.200325,-79.842743,622
"55 NORTHFIELD DR E Waterloo, ON",Waterloo,149000,43.503048,-80.527679,164
"5 12 Bridgeport Road E Waterloo, ON",Waterloo,189900,43.467861,-80.52224,164
"607 158 King Street N Waterloo, ON",Waterloo,388100,43.471779,-80.523613,164
"646 BEACH BLVD Hamilton, ON",Hamilton Beach B,474900,43.280659,-79.78495,570
"550 Pinery Trail Waterloo, ON",Waterloo,849900,43.491688,-80.586449,164
"1097 RYMAL RD E Hamilton, ON",Hannon West,565000,43.190598,-79.844498,568
"58 ROSLIN Avenue S Waterloo, ON",Waterloo,500000,43.458866,-80.529404,164
"55 Blue Springs Drive Waterloo, ON",Waterloo,189900,43.487049,-80.522484,164
"12 ALDRIDGE Street Hamilton, ON",Yeoville,199900,43.221592,-79.885727,581
"764 BARTON Street Hamilton, ON",Stipley,349900,43.255199,-79.832054,292
"383 TAMARACK Drive Waterloo, ON",Waterloo,439000,43.482323,-80.531219,164
"210 forsyth Drive Waterloo, ON",Waterloo,499900,43.452385,-80.530373,164
"214 WILSON Street Hamilton, ON",Central Hamilton,249000,43.256348,-79.858543,7
"1314 UPPER WENTWORTH Street Hamilton, ON",Crerar,3199818,43.206959,-79.869278,623
"150 WESTCOURT PL Waterloo, ON",Waterloo,229500,43.462418,-80.539864,164
"55 EMERALD Street Hamilton, ON",Central Hamilton,399900,43.254444,-79.853897,7
"557 WINDJAMMER Way Waterloo, ON",Waterloo,549900,43.507572,-80.504013,164
"16 BIRMINGHAM Street Hamilton, ON",Industrial Sector C,1499000,43.260487,-79.826195,624
"259 HEMLOCK Street Waterloo, ON",Waterloo,575000,43.475864,-80.532227,164
"301 250 Glenridge Drive Waterloo, ON",Waterloo,359900,43.482048,-80.511574,164
"11 WHITFIELD Avenue Hamilton, ON",Industrial Sector C,159997,43.260426,-79.826782,624
"39 HARMONY Avenue Hamilton, ON",Homeside,289000,43.246658,-79.805069,42
"PART 2 WORKMAN RD Cobourg, ON",Cobourg,158900,43.976089,-78.134926,584
"25 KENWOOD Crescent Hamilton, ON",Huntington,349900,43.22348,-79.826889,383
"2 421 KEATS Way Waterloo, ON",Beechwood,229900,43.458313,-80.555733,165
"13 HUNTSMAN Gate Flamborough, ON",Hamilton,779900,43.395264,-80.026581,34
"347 UPPER OTTAWA Street Hamilton, ON",Sunninghill,374990,43.231163,-79.82679,625
"253 Prospect Street Hamilton, ON",Blakeley,249900,43.242474,-79.835075,626
"222 JACKSON Street Hamilton, ON",Durand,239999,43.256859,-79.878807,189
"32 HARRISON Avenue Hamilton, ON",Homeside,249931,43.249516,-79.804756,42
"81 ARGYLE AVE Hamilton, ON",Crown Point East,199900,43.249935,-79.811966,543
"102 CHESTNUT Avenue Hamilton, ON",Gibson,249200,43.255596,-79.838295,261
"737 CENTRE Road Hamilton, ON",Hamilton,499900,43.346676,-79.916534,34
"156 PARKDALE Avenue Hamilton, ON",Normanhurst,0,43.240665,-79.790024,578
"105 CHESSWOOD Trail Hamilton, ON",Hamilton,1499000,43.428497,-80.057076,34
"560 Pinery Trail . Waterloo, ON",Waterloo,799900,43.491165,-80.587021,164
"317 Dale Crescent Waterloo, ON",Waterloo,589900,43.485588,-80.509895,164
"194 Marshall Street Waterloo, ON",Waterloo,809900,43.476738,-80.511208,164
"811 65 WESTMOUNT Road N Waterloo, ON",Waterloo,145000,43.461643,-80.539581,164
"225 KING Street West Dundas, ON",Dundas,1350000,43.268024,-79.963707,607
"28 CLINTON Street Hamilton, ON",Stipley,269000,43.257641,-79.834091,292
"935 KING ST E Hamilton, ON",Stipley,199786,43.251511,-79.83757,292
"1001 265 Westcourt Place Waterloo, ON",Waterloo,339000,43.460617,-80.540634,164
"132 GAGE Avenue Hamilton, ON",Crown Point West,599900,43.252033,-79.826797,190
"276 Hazel Street Waterloo, ON",Waterloo,430000,43.477352,-80.529449,164
"129 Leland Street Hamilton, ON",Ainslie Wood East,1199000,43.251602,-79.924576,2
"937 Upper Paradise Road Hamilton, ON",Falkirk East,599000,43.217102,-79.918549,550
"570 Glen Forrest Boulevard Waterloo, ON",Waterloo,283000,43.487343,-80.555801,164
"528 Winterburg Walk Waterloo, ON",Waterloo,699800,43.457699,-80.584572,164
"52 Blue Springs Drive Waterloo, ON",Waterloo,449900,43.488934,-80.524025,164
"728 SCHNARR Street Waterloo, ON",Waterloo,650000,43.478855,-80.604881,164
"B 157 Weber Street N Waterloo, ON",Waterloo,259900,43.473793,-80.51664,164
"272 Cheltonwood Crescent Waterloo, ON",Waterloo,679900,43.500916,-80.564217,164
"122 MOHAWK Road Hamilton, ON",Ancaster,284900,43.229156,-79.968925,283
"386 BERKINDALE Drive Hamilton, ON",Riverdale East,489000,43.225922,-79.744629,40
"2791 KING Street East Hamilton, ON",Greenford,1,43.220516,-79.772812,3
"124 RIVERDALE Drive Hamilton, ON",Riverdale West,325000,43.230988,-79.757492,627
"1069 BARTON ST E Hamilton, ON",Crown Point West,1499900,43.252029,-79.816841,190
"18 FRANCIS ST Hamilton, ON",Industrial Sector A and Keith,199900,43.265411,-79.848076,193
"16 BIRMINGHAM ST Hamilton, ON",Industrial Sector C,1499000,43.260487,-79.826195,624
"288 CANNON Street Hamilton, ON",Central Hamilton,264900,43.257553,-79.854576,7
"179 ROSSLYN Avenue Hamilton, ON",Crown Point West,429900,43.24892,-79.820732,190
"106 Mcdougall Road Waterloo, ON",Beechwood,298500,43.46249,-80.54599,165
"125 Bridgeport Road E Waterloo, ON",Waterloo,450000,43.470627,-80.511009,164
"106 Peppler Street Waterloo, ON",Waterloo,499000,43.471031,-80.520302,164
"144 Park Street Waterloo, ON",Waterloo,609900,43.458778,-80.520493,164
"805 223 ERB Street W Waterloo, ON",Waterloo,553900,43.459091,-80.536346,164
"#203 - 200 STINSON ST Hamilton, ON",Stinson,439900,43.247021,-79.852707,565
"135 JAMES Street Hamilton, ON",Corktown,329900,43.252628,-79.870163,546
"76 HILLVIEW Street Hamilton, ON",Ainslie Wood East,459777,43.249928,-79.924667,2
"119 YOUNG Street Hamilton, ON",Corktown,479900,43.250389,-79.866295,546
"292 SOUTH BEND Road Hamilton, ON",Hill Park,269000,43.227287,-79.863808,628
"683 WILSON Street Hamilton, ON",Gibson,199900,43.252609,-79.839462,261
"16 249 Cedarbrae Avenue Waterloo, ON",Waterloo,174900,43.485466,-80.551476,164
"52 BARTON ST E Hamilton, ON",Central Hamilton,649000,43.263451,-79.863731,7
"42 Bridgeport Road Waterloo, ON",Waterloo,1795,43.468273,-80.520187,164
"120 JOHN Street E Waterloo, ON",Waterloo,529900,43.464161,-80.512604,164
"201 55 BLUE SPRINGS Drive Waterloo, ON",Waterloo,199000,43.487049,-80.522484,164
"298 GRAYS Road Hamilton, ON",Riverdale East,79900,43.231243,-79.740295,40
"104 Marshall Street Waterloo, ON",Waterloo,299900,43.474957,-80.517754,164
"31 STIRTON Street Hamilton, ON",Gibson,379000,43.252449,-79.843513,261
"30 COTTRILL Street Hamilton, ON",Ainslie Wood North,609000,43.258465,-79.92794,621
"22 QUINN Avenue Hamilton, ON",Quinndale,479900,43.201424,-79.845451,622
"39 Helene Crescent Waterloo, ON",Beechwood,338900,43.457367,-80.546242,165
"#509 - 265 WESTCOURT PL Waterloo, ON",Waterloo,238000,43.460617,-80.540634,164
"1257 MAIN Street Hamilton, ON",Crown Point East,0,43.241817,-79.816109,543
"345 Spruce Street Waterloo, ON",Waterloo,2280000,43.480705,-80.527435,164
"60 279 BLUEVALE Street N Waterloo, ON",Waterloo,215000,43.480625,-80.500198,164
"20 SENATOR Avenue Hamilton, ON",Stipley,449900,43.251366,-79.834106,292
"117 FAIRFIELD AVE Hamilton, ON",Homeside,299900,43.241943,-79.801613,42
"121 CAMPBELL AVE Hamilton, ON",Crown Point East,109000,43.249405,-79.81575,543
"585 Regal Place Waterloo, ON",Waterloo,1499000,43.477406,-80.603355,164
"194 DELAWARE Avenue Hamilton, ON",St. Clair,0,43.245804,-79.841339,552
"649 DUNN Avenue Hamilton, ON",Parkview West,357997,43.252228,-79.777138,629
"318 Lester Street Waterloo, ON",Waterloo,1245000,43.476685,-80.536476,164
"2 RIDGEMOUNT Drive Hamilton, ON",Butler,489900,43.204765,-79.86599,583
"68 KING Street Hamilton, ON",Central Hamilton,0,43.255512,-79.867249,7
"87 JACQUELINE Boulevard Hamilton, ON",Allison,579990,43.199688,-79.886581,630
"24 Erbsville Court Waterloo, ON",Beechwood,389900,43.449528,-80.567276,165
"412 - 15 NICKLAUS Drive Hamilton, ON",Vincent,154900,43.216129,-79.786926,577
"1166 KING ST E Hamilton, ON",Crown Point West,399900,43.247379,-79.828102,190
"156 WESTCOURT PL Waterloo, ON",Waterloo,259500,43.46246,-80.539093,164
"390 -392 CANNON ST E Hamilton, ON",Central Hamilton,449900,43.256413,-79.850327,7
"4 409 KEATS Way Waterloo, ON",Beechwood,229900,43.457722,-80.555862,165
"#524 - 280 LESTER ST Waterloo, ON",Waterloo,239000,43.475586,-80.535774,164
"702 191 KING Street S Waterloo, ON",Waterloo,319900,43.459396,-80.518845,164
"230 WESTCOURT PL Waterloo, ON",Waterloo,274900,43.463387,-80.540924,164
"280 Lester Street Waterloo, ON",Waterloo,22,43.475586,-80.535774,164
"689 Highpoint Avenue Waterloo, ON",Waterloo,297800,43.491432,-80.564888,164
"65 HOMEWOOD Avenue Hamilton, ON",Kirkendall North,0,43.250221,-79.886261,277
"538 UPPER JAMES Street Hamilton, ON",Southam,485000,43.241478,-79.87632,631
"188 WESTCOURT PL Waterloo, ON",Waterloo,259500,43.462292,-80.539337,164
"175 Clayfield Avenue Waterloo, ON",Waterloo,770000,43.471737,-80.526779,164
"155 STONE CHURCH RD W Hamilton, ON",Sheldon,399900,43.212807,-79.896187,563
"505 776 LAURELWOOD Drive Waterloo, ON",Waterloo,207000,43.470776,-80.598259,164
"#Ph01 - 36 JAMES ST S Hamilton, ON",Central Hamilton,650000,43.25576,-79.86969,7
"36-42 University Avenue Waterloo, ON",Waterloo,6430000,43.477474,-80.522339,164
"413 Cider Mill Drive Waterloo, ON",Waterloo,423994,43.525036,-80.495377,164
"149 HARMONY Avenue Hamilton, ON",Homeside,159000,43.25061,-79.803726,42
"151 HARMONY Avenue Hamilton, ON",Homeside,169900,43.250652,-79.803696,42
"22 ROSEDALE Avenue Hamilton, ON",Bartonville,324900,43.231243,-79.808228,384
"21 FIRESIDE DR Hamilton, ON",Hamilton,724900,43.396072,-80.028946,34
"73 FONTHILL Road Hamilton, ON",Fessenden,207900,43.227436,-79.916069,632
"137 EDGEHILL Drive Hamilton, ON",Falkirk West,539900,43.213146,-79.92231,633
"1208 WEST 5TH Street Hamilton, ON",Sheldon,679000,43.20583,-79.896797,563
"187 Forsyth Drive Waterloo, ON",Waterloo,574900,43.452969,-80.527634,164
"40 HARRISFORD Street Hamilton, ON",Red Hill,0,43.2173,-79.79541,9
"319 Grey Silo Road Waterloo, ON",Waterloo,605383,43.523098,-80.494881,164
"20 Barnesdale Avenue N Hamilton, ON",Stipley,419999,43.251938,-79.834709,292
"7 WINDSOR Street Hamilton, ON",Central Hamilton,394997,43.265163,-79.873337,7
"66 ELKWOOD Court Hamilton, ON",Rolston,399900,43.222984,-79.892685,619
"127 RYMAL Road Hamilton, ON",Kennedy East,390757,43.203964,-79.899361,566
"418 Cadbury Court Waterloo, ON",Waterloo,269900,43.492428,-80.509216,164
"290 CROCKETT Street Hamilton, ON",Raleigh,399000,43.236187,-79.8424,183
"254 DUNDURN ST S Hamilton, ON",Kirkendall North,999900,43.254177,-79.891548,277
"628 Pine Island Crescent Waterloo, ON",Waterloo,279888,43.4953,-80.565231,164
"129 COPE Street Hamilton, ON",Homeside,289900,43.243423,-79.80394,42
"581 Pinery Trail Waterloo, ON",Waterloo,599900,43.490269,-80.588333,164
"1983 MAIN Street Hamilton, ON",Ainslie Wood West,0,43.246548,-79.943039,545
"27 HILDA Avenue Hamilton, ON",Crown Point West,379900,43.24527,-79.827217,190
"1194 BARTON Street Hamilton, ON",Stoney Creek,0,43.213005,-79.65612,278
"1420 GARTH Street Hamilton, ON",Falkirk East,264500,43.214878,-79.908913,550
"407 300 KEATS Way Waterloo, ON",Beechwood,189900,43.46217,-80.54435,165
"235 Cedarbrae Avenue Waterloo, ON",Waterloo,289990,43.486774,-80.550194,164
"18 ORKNEY Drive Hamilton, ON",Corman,359000,43.22641,-79.784668,634
"169 JULIAN Avenue Hamilton, ON",Normanhurst,289000,43.242001,-79.79409,578
"942 MAIN Street Hamilton, ON",Blakeley,399900,43.2453,-79.83152,626
"274 Hazel Street Waterloo, ON",Waterloo,505000,43.477226,-80.529358,164
"675 KING Street Hamilton, ON",Hamilton,0,43.252048,-79.848457,34
"15 Devitt Avenue Waterloo, ON",Waterloo,257500,43.466808,-80.513649,164
"166 CORNWALL Street Waterloo, ON",Waterloo,330000,43.466637,-80.51004,164
"90 GERTRUDE Street Hamilton, ON",Industrial Sector D,279997,43.258369,-79.819313,564
"814 CEDAR BEND Place Waterloo, ON",Laurelwood,769900,43.475975,-80.593262,166
"550 GLEN FORREST BLVD Waterloo, ON",Waterloo,361000,43.486752,-80.554062,164
"32 Austin Drive Waterloo, ON",Waterloo,499900,43.482613,-80.530197,164
"465 CANNON ST E Hamilton, ON",Gibson,399900,43.255676,-79.846329,261
"730 CONCESSION Street Hamilton, ON",East Hamilton,0,43.239109,-79.845123,39
"309 BOLD Street Hamilton, ON",Kirkendall North,369900,43.255779,-79.884529,277
"155 University Avenue Waterloo, ON",Waterloo,1195000,43.480396,-80.513519,164
"501 223 Erb Street W Waterloo, ON",Waterloo,474900,43.459091,-80.536346,164
"404 42 BRIDGEPORT Road E Waterloo, ON",Waterloo,389900,43.468273,-80.520187,164
"211 ROBINSON Street Hamilton, ON",Kirkendall North,599000,43.252796,-79.88192,277
"16 OSGOODE Court Hamilton, ON",Eleanor,599777,43.199268,-79.854958,567
"132 BEACH Road Hamilton, ON",Industrial Sector D,0,43.257816,-79.822754,564
"7 HASKINS Court Hamilton, ON",Red Hill,690000,43.217884,-79.793007,9
"216-218 KING Street Hamilton, ON",Central Hamilton,799900,43.254539,-79.86277,7
"2373 KING Street Hamilton, ON",Glenview East,121931,43.228985,-79.793358,635
"88 STROUD RD Hamilton, ON",Ainslie Wood East,799900,43.255547,-79.916183,2
"196 ROYAL Street Waterloo, ON",Waterloo,379900,43.470219,-80.509956,164
"484 JAMES Street North Hamilton, ON",North End East,199900,43.269424,-79.863503,37
"1003 158 King Street N Waterloo, ON",Waterloo,412800,43.471779,-80.523613,164
"10 12 Bridgeport Road E Waterloo, ON",Waterloo,309900,43.467861,-80.52224,164
"#41 - 12 AMY LANE Hamilton, ON",Riverdale West,249999,43.234116,-79.759445,627
"D 220 KING Street N Waterloo, ON",Waterloo,98000,43.475239,-80.524391,164
"219 PINELAND Court Waterloo, ON",Laurelwood,564900,43.471828,-80.577553,166
"181 CAROLINE ST N Hamilton, ON",Central Hamilton,299800,43.264511,-79.873215,7
"551 Mill Stream Drive Waterloo, ON",Waterloo,645680,43.525566,-80.492737,164
"#506 - 8 HICKORY ST W Waterloo, ON",Waterloo,610000,43.478283,-80.526222,164
"210 WILSON ST Hamilton, ON",Central Hamilton,449900,43.256386,-79.858673,7
"#201 - 55 BLUE SPRINGS DR Waterloo, ON",Waterloo,199000,43.487049,-80.522484,164
"212 WILSON Street Hamilton, ON",Central Hamilton,339000,43.256393,-79.858627,7
"365 River Oak Place Waterloo, ON",Waterloo,1749900,43.501724,-80.479523,164
"N 655 Albert Street Waterloo, ON",Waterloo,199900,43.491287,-80.540115,164
"155 STONE CHURCH Road Hamilton, ON",Sheldon,399900,43.212807,-79.896187,563
"16 279 Sandowne Drive Waterloo, ON",Waterloo,219000,43.491009,-80.504868,164
"206 15 Devitt Avenue S Waterloo, ON",Waterloo,279000,43.466808,-80.513649,164
"1008 158 King Street N Waterloo, ON",Waterloo,385300,43.471779,-80.523613,164
"111 30 BLUE SPRINGS Drive Waterloo, ON",Waterloo,219555,43.488773,-80.525902,164
"97 Whitney Avenue Hamilton, ON",Ainslie Wood East,524800,43.252491,-79.923645,2
"906 144 Park Street Waterloo, ON",Waterloo,299900,43.458778,-80.520493,164
"303 223 ERB Street W Waterloo, ON",Waterloo,330000,43.459091,-80.536346,164
"#A&amp;B - 143 WEBER ST N Waterloo, ON",Waterloo,610000,43.490715,-80.535248,164
"7 PALMERSTON Place Hamilton, ON",Vincent,449500,43.21439,-79.788254,577
"#1 - 411 KEATS WAY Waterloo, ON",Beechwood,218000,43.457531,-80.55629,165
"#1111 - 85 DUKE  Street Waterloo, ON",City Commercial Core,269900,43.449802,-80.48555,549
"170 University Avenue Waterloo, ON",Waterloo,295000,43.47208,-80.537804,164
"20 12 Bridgeport Road E Waterloo, ON",Waterloo,389900,43.467861,-80.52224,164
"263 Sunview St Waterloo, ON",Waterloo,750000,43.474709,-80.534134,164
"B 402 King Street N Waterloo, ON",Waterloo,89000,43.484482,-80.526283,164
"95 TUXEDO AVE S Hamilton, ON",Delta East,339900,43.237892,-79.81189,36
"11 CHOPIN CRT Hamilton, ON",Berrisfield,409900,43.21283,-79.836815,551
"499 B GLENELM Crescent Waterloo, ON",Waterloo,299900,43.49136,-80.543396,164
"106 LOTTRIDGE Street Hamilton, ON",Stipley,249900,43.253403,-79.831902,292
"#Ph2304 - 318 Spruce St Waterloo, ON",Waterloo,409555,43.479122,-80.526459,164
"383 MAIN ST W Hamilton, ON",Kirkendall North,239000,43.258892,-79.885551,277
"406 65 WESTMOUNT Road N Waterloo, ON",Waterloo,143000,43.461643,-80.539581,164
"11790 MONTROSE RD Welland, ON",Welland,369000,43.008495,-79.122429,636
"62 50 Blue Springs Drive Waterloo, ON",Waterloo,275000,43.488472,-80.523773,164
"288 Hemlock Street Waterloo, ON",Waterloo,660000,43.477596,-80.532822,164
"146 BALSAM Avenue South Hamilton, ON",Blakeley,449400,43.244461,-79.832565,626
"1331 MAIN Street East Hamilton, ON",Crown Point East,549000,43.241287,-79.812988,543
"188 CUMBERLAND Avenue Hamilton, ON",St. Clair,347888,43.243958,-79.843613,552
"1057 BARTON Street Hamilton, ON",Stoney Creek,599900,43.214809,-79.666122,278
"13177 Montrose Road Niagara Falls, ON",Welland,369900,42.989433,-79.122574,636
"72 AMOS Avenue Waterloo, ON",Beechwood,524900,43.458805,-80.548424,165
"20 ORKNEY Drive Hamilton, ON",Corman,409900,43.226379,-79.784531,634
"5061 THIRD Avenue Niagara Falls, ON",Niagara Falls,184900,43.100937,-79.077148,163
"152 WOOD ST E Hamilton, ON",North End East,419900,43.27013,-79.856232,37
"610 ROYAL FERN Street Waterloo, ON",Waterloo,369000,43.464043,-80.588913,164
"294 Hemlock Street Waterloo, ON",Waterloo,660000,43.478062,-80.532867,164
"5823 Ellen Avenue Niagara Falls, ON",Niagara Falls,1500000,43.090912,-79.079887,163
"683 MAIN Street Hamilton, ON",Gibson,799900,43.248306,-79.841576,261
"29 FAIRLEIGH AVE N Hamilton, ON",Gibson,299900,43.252377,-79.842567,261
"155 CAMERON Avenue North Hamilton, ON",Homeside,269900,43.244621,-79.805237,42
"4623 Victoria Avenue Niagara Falls, ON",Niagara Falls,1000,43.107201,-79.073547,163
"82 Columbia Street Waterloo, ON",Waterloo,499900,43.479576,-80.533279,164
"598 UPPER JAMES Street Hamilton, ON",Southam,0,43.239178,-79.877365,631
