Address,AreaName,Price ($),lat,lng,AreaCode
"270 The Kingsway Rd Toronto, ON",Edenbridge - Humber Valley,399900,43.661823,-79.519699,782
"506-508 Danforth Ave Toronto, ON",Riverdale,1788000,43.678413,-79.348869,76
"#312 - 25 Lower Simcoe St Toronto, ON",Entertainment District,411900,43.641037,-79.383202,110
"#Ph 1 - 80 Yorkville Ave Toronto, ON",Midtown Toronto,12900000,43.671394,-79.391327,13
"#3 - 40 Hargrave Lane Toronto, ON",Midtown Toronto,1299000,43.722866,-79.380157,13
"170 Owen Blvd Toronto, ON",St. Andrew - Windfields,4280000,43.750565,-79.388824,17
"#603 - 39 Kimbercroft Crt Toronto, ON",White Haven,199800,43.791035,-79.239006,81
"#604 - 100 Leeward Glwy Toronto, ON",Toronto,205000,43.653225,-79.383186,67
"#417 - 1888 Bayview Ave Toronto, ON",Midtown Toronto,978000,43.717461,-79.37886,13
"120 Queens Plate Dr Toronto, ON",Rexdale,1400000,43.715015,-79.592422,23
"#11 - 520 Renforth Dr Toronto, ON",Centennial Park,629500,43.651833,-79.579597,923
"#2708 - 2175 Lake Shore Blvd Toronto, ON",Mimico,399900,43.624306,-79.480461,48
"#Lph02 - 17 Ruddington Dr Toronto, ON",Newtonbrook,648800,43.788425,-79.390388,49
"#19 Lwr - 951 Wilson Ave Toronto, ON",Downsview,10,43.727947,-79.475685,71
"#2C2 2C5 - 4675 Steeles Ave Toronto, ON",Milliken,138000,43.823952,-79.302422,30
"539 College St Toronto, ON",Trinity - Bellwoods,99000,43.655483,-79.411507,113
"#B-202 - 833 Passmore Ave Toronto, ON",Armdale,300,43.830791,-79.24955,132
"#F-205 - 865 Passmore Ave Toronto, ON",Armdale,300,43.830791,-79.24955,132
"#F-102 - 865 Passmore Ave Toronto, ON",Armdale,300,43.830791,-79.24955,132
"#D-101 - 843 Passmore Ave Toronto, ON",Armdale,220,43.830791,-79.24955,132
"#924 - 111 St Clair Ave Toronto, ON",Midtown Toronto,699850,43.686676,-79.399445,13
"#1015 - 151 Dan Leckie Way Toronto, ON",Downtown,469900,43.639782,-79.397949,4
"70 Truman Rd Toronto, ON",St. Andrew - Windfields,2988800,43.76141,-79.38176,17
"#2001 - 5791 Yonge St Toronto, ON",Newtonbrook,303000,43.784409,-79.416061,49
"20 Loretto Lane Toronto, ON",Harbord Village,879000,43.664246,-79.410103,839
"#1616 - 51 East Liberty St Toronto, ON",Liberty Village,350000,43.638607,-79.411858,56
"55 Avenue Road Toronto, ON",Midtown Toronto,299000,43.671654,-79.3946,13
"#3 - 384 YONGE ST Toronto, ON",Downtown,99000,43.659237,-79.382904,4
"#403 - 40 SCOLLARD ST Toronto, ON",Midtown Toronto,398800,43.672554,-79.389572,13
"#1606 - 102 BLOOR ST W Toronto, ON",Midtown Toronto,494900,43.669575,-79.391754,13
"430 EGLINTON AVE W Toronto, ON",Midtown Toronto,299900,43.704247,-79.411438,13
"#323 - 200 Silver Star Blvd Toronto, ON",Milliken,205900,43.809711,-79.293976,30
"535 DANFORTH AVE Toronto, ON",Riverdale,395000,43.678158,-79.347923,76
"#20 - 109 Ormont Dr Toronto, ON",Humber Summit,349900,43.766491,-79.536613,119
"#212 - 35 HAYDEN ST Toronto, ON",Downtown,529000,43.669609,-79.384773,4
"651 COLLEGE ST Toronto, ON",Trinity - Bellwoods,69000,43.654827,-79.415947,113
"#Ph-Xx - 21 GRENVILLE ST Toronto, ON",Downtown,549000,43.661793,-79.384506,4
"816-818 Sheppard Ave Toronto, ON",Bathurst Manor,2499000,43.753155,-79.450783,259
"#623 - 85 QUEENS WHARF RD Toronto, ON",Downtown,374888,43.638866,-79.398438,4
"2300A Bloor St Toronto, ON",Bloor West Village,25000,43.650497,-79.47934,366
"#361 - 313 RICHMOND ST E Toronto, ON",Old Town,549900,43.653194,-79.368637,75
"#1827 - 33 Harbour Square Toronto, ON",Downtown,995000,43.64016,-79.377655,4
"#3 rd Fl- 770-772 DUNDAS ST W Toronto, ON",Little Italy,119000,43.652119,-79.407463,199
"#630 - 39 QUEENS QUAY Toronto, ON",Downtown,479900,43.641346,-79.372421,4
"#2701 - 15 WINDERMERE AVE Toronto, ON",Swansea,419800,43.636925,-79.469055,60
"962 St Clair Ave Toronto, ON",St. Clair West Village,119000,43.679684,-79.436317,20
"553 Kennedy Rd Toronto, ON",Scarborough Junction,399900,43.720226,-79.26252,64
"#601 - 21 Hillcrest Ave Toronto, ON",Willowdale,359000,43.767471,-79.41127,32
"#3009 - 37 GROSVENOR ST Toronto, ON",Downtown,566000,43.662407,-79.385941,4
"#1 Funit- 686 BAY ST Toronto, ON",Downtown,149900,43.657616,-79.384956,4
"#1727 - 700 Humberwood Blvd Toronto, ON",Rexdale,334900,43.724766,-79.616486,23
"#424 - 135 Village Green Sq Toronto, ON",Agincourt,369900,43.777565,-79.281006,19
"#4007 - 21 ICEBOAT TERR Toronto, ON",Downtown,435000,43.640381,-79.397339,4
"#4205 - 295 Adelaide St Toronto, ON",Downtown,480000,43.647663,-79.390419,4
"937 DANFORTH AVE Toronto, ON",Riverdale,68000,43.68013,-79.338013,76
"1557-65 Bayview Ave Toronto, ON",Leaside,5400000,43.705471,-79.37487,69
"3335 Lake Shore Blvd Toronto, ON",Long Branch,1699999,43.596199,-79.525291,70
"1 DEWBOURNE AVE Toronto, ON",Midtown Toronto,4880000,43.699421,-79.419983,13
"#503 - 380 Dixon Rd Toronto, ON",Kingsview Village,149900,43.695175,-79.556725,120
"#411 - 1 BEDFORD RD Toronto, ON",Midtown Toronto,1298000,43.668613,-79.397385,13
"124 Glen Albert Dr Toronto, ON",Woodbine Gardens,1980000,43.702438,-79.301689,127
"#201 - 8 SULTAN ST Toronto, ON",Downtown,1137000,43.668823,-79.390465,4
"#Lph03 - 23 Lorraine Dr Toronto, ON",Willowdale,648000,43.778015,-79.416656,32
"#1020 - 68 ABELL ST Toronto, ON",Little Portugal,428800,43.642391,-79.424736,136
"Lot 7 FREELAND DR Gravenhurst, ON",Gravenhurst,86900,44.937302,-79.372398,300
"#1608 - 58 Orchard View Blvd Toronto, ON",Midtown Toronto,384900,43.708008,-79.400787,13
"821 Alness St Toronto, ON",York University Heights,199000,43.778461,-79.47509,134
"#3 - 1310 DON MILLS RD Toronto, ON",Don Mills,38880,43.745918,-79.346298,349
"#2818 - 181 Village Green Sq Toronto, ON",Agincourt,298888,43.779205,-79.281517,19
"1542 Jane St Toronto, ON",Brookhaven - Amesbury,249900,43.697815,-79.502678,126
"#2036 - 68 Corporate Dr Toronto, ON",Woburn,359800,43.780197,-79.250015,25
"1000 WILLOWDALE AVE Toronto, ON",Newtonbrook,3290000,43.791107,-79.411491,49
"#3 - 80 Ellesmere Rd Toronto, ON",Wexford - Maryvale,70000,43.759335,-79.310913,33
"#1019 - 15 James Finlay Way Toronto, ON",Downsview,324900,43.726418,-79.479942,71
"#1804 - 70 TOWN CENTRE CRT Toronto, ON",Bendale,357900,43.773689,-79.255424,58
"#2109 - 2175 Lake Shore Blvd Toronto, ON",Mimico,629888,43.624306,-79.480461,48
"2136 CODLIN CRES Toronto, ON",Clairville,1500000,43.749554,-79.635956,924
"#515 - 2 Clairtrell Rd Toronto, ON",Willowdale,295000,43.766197,-79.390091,32
"37 PENHURST AVE Toronto, ON",The Queensway,890000,43.624702,-79.499702,78
"2766 Danforth Ave Toronto, ON",Danforth Village,1349000,43.689312,-79.297142,325
"#3110 - 29 SINGER CRT Toronto, ON",Bayview Village,329900,43.76952,-79.36969,57
"#929 - 15 James Finlay Way Toronto, ON",Downsview,338000,43.726418,-79.479942,71
"3282 LAKESHORE BLVD W Toronto, ON",Long Branch,89900,43.596786,-79.523476,70
"235 Norseman St Toronto, ON",Islington - City Centre West,359000,43.632565,-79.52552,66
"711 MILITARY TR Toronto, ON",Morningside,459000,43.790138,-79.197243,16
"183 Courcelette Rd Toronto, ON",Birch Cliff,1449000,43.681252,-79.279793,59
"2836 Lakeshore Blvd Toronto, ON",New Toronto,59000,43.601685,-79.50177,354
"#303 - 18 Parkview Ave Toronto, ON",Willowdale,419800,43.771309,-79.412926,32
"32 LILY CUP AVE Toronto, ON",Clairlea - Birchmount,699000,43.702469,-79.272591,212
"#C104 - 10 Mallard Rd Toronto, ON",Don Mills,430000,43.747917,-79.347809,349
"#2508 - 325 Bay St Toronto, ON",Financial District,999850,43.649799,-79.38028,925
"#90 A - 1530 ALBION RD Toronto, ON",Rexdale,255000,43.741695,-79.584373,23
"#3108 - 21 Iceboat Terr Toronto, ON",Downtown,409900,43.640381,-79.397339,4
"#904 - 208 Bloor St Toronto, ON",Midtown Toronto,349800,43.668636,-79.396233,13
"#16 - 4801 STEELES AVE W Toronto, ON",Humber Summit,559000,43.770767,-79.541161,119
"#110 - 2351 KENNEDY RD Toronto, ON",Agincourt,349900,43.784519,-79.288528,19
"#108 - 5168 YONGE ST Toronto, ON",Willowdale,454900,43.769829,-79.413467,32
"#234 - 222 Spadina Ave Toronto, ON",Downtown,108000,43.650963,-79.397903,4
"#413 - 25 EARLINGTON AVE Toronto, ON",The Kingsway,439000,43.661209,-79.508301,210
"#64 &amp; 65 - 384 Yonge St Toronto, ON",Downtown,776000,43.653049,-79.379082,4
"300 PHARMACY AVE Toronto, ON",Clairlea,1100000,43.70174,-79.28775,328
"346 Donlands Ave Toronto, ON",Old East York,59000,43.693192,-79.342705,5
"#A208 - 16 MALLARD RD Toronto, ON",Don Mills,279999,43.747749,-79.348656,349
"#F-101 - 865 Passmore Ave Toronto, ON",Armdale,300,43.830791,-79.24955,132
"#1702 - 90 Park Lawn Rd Toronto, ON",Humber Bay,315000,43.624374,-79.485542,329
"#E-101 - 855 Passmore Ave Toronto, ON",Armdale,220,43.830791,-79.24955,132
"#G69 - 8 GLEN WATFORD DR Toronto, ON",Agincourt,160000,43.786839,-79.276924,19
"3103 KINGSTON RD Toronto, ON",Cliffcrest,580000,43.727161,-79.22963,135
"#D-104 - 843 Passmore Ave Toronto, ON",Armdale,220,43.830791,-79.24955,132
"#911 - 275 Yorkland Rd Toronto, ON",Henry Farm,366800,43.774746,-79.336929,61
"#E-102 - 855 Passmore Ave Toronto, ON",Armdale,220,43.830791,-79.24955,132
"539 Silverthorn Ave Toronto, ON",Silverthorn,639900,43.689663,-79.467239,131
"#2112 - 75 QUEENS WHARF RD Toronto, ON",Downtown,369900,43.638477,-79.397987,4
"#3107 - 88 PARK LAWN RD Toronto, ON",Humber Bay,1099000,43.624073,-79.484917,329
"#102 - 320 DIXON RD Toronto, ON",Kingsview Village,120000,43.696663,-79.552414,120
"#321 - 39 QUEENS QUAY Toronto, ON",Downtown,539900,43.641346,-79.372421,4
"2958 Islington Ave Toronto, ON",Humber Summit,1750000,43.757229,-79.569908,119
"#306 - 1110 Sheppard Ave Toronto, ON",Bayview Village,229000,43.771111,-79.369843,57
"865 YORK MILLS RD Toronto, ON",Don Mills,19900,43.754169,-79.349495,349
"2340 BLOOR ST Toronto, ON",Bloor West Village,189000,43.650421,-79.480957,366
"#Th 104 - 77 LOMBARD ST Toronto, ON",Downtown,849900,43.651962,-79.3741,4
"179 FINCH AVE E Toronto, ON",Willowdale,1999900,43.782413,-79.40258,32
"#730 - 38 Dan Leckie Way Toronto, ON",Downtown,489900,43.637386,-79.398201,4
"433 THE KINGSWAY Toronto, ON",Edenbridge - Humber Valley,4995000,43.668377,-79.532532,782
"#18Upper - 951 Wilson Ave Toronto, ON",Downsview,398800,43.727947,-79.475685,71
"#1505 - 30 Heron&#39;s Hill Way Toronto, ON",Henry Farm,299800,43.774952,-79.33548,61
"#Th9 - 73 MCCAUL ST Toronto, ON",Grange Park,699900,43.65258,-79.39061,539
"#2505 - 18 PARKVIEW AVE Toronto, ON",Willowdale,421000,43.771309,-79.412926,32
"#3210 - 2015 Sheppard Ave Toronto, ON",Henry Farm,438000,43.775208,-79.336426,61
"462 KINGSTON RD Toronto, ON",Upper Beaches,178000,43.677242,-79.30368,201
"#921 - 75 BAMBURGH CIRC Toronto, ON",Steeles,408800,43.814705,-79.325653,77
"#92 - 384 YONGE ST Toronto, ON",Downtown,299999,43.659237,-79.382904,4
"976 -978 ALBION RD Toronto, ON",Rexdale,275000,43.736164,-79.562958,23
"#Upper - 712 BLOOR ST W Toronto, ON",Midtown Toronto,69000,43.663864,-79.417923,13
"#328 - 80 Marine Parade Dr Toronto, ON",Mimico,394000,43.625542,-79.477242,48
"119 CHAPLIN CRES Toronto, ON",Midtown Toronto,3995000,43.69799,-79.404449,13
"#1514 - 320 RICHMOND ST E Toronto, ON",Old Town,469900,43.65406,-79.369118,75
"3909 CHESSWOOD DR Toronto, ON",York University Heights,195000,43.757763,-79.475639,134
"2534 St Clair Ave Toronto, ON",Rockcliffe - Smythe,700000,43.668415,-79.486679,207
"14 ARDMORE RD Toronto, ON",Midtown Toronto,5595000,43.695145,-79.416641,13
"#Th4 - 2 Bellefair Ave Toronto, ON",The Beach,1349000,43.670418,-79.300262,53
"411 I/2 PARLIAMENT ST Toronto, ON",Downtown,78000,43.648525,-79.361565,4
"2228 KINGSTON RD Toronto, ON",Cliffside,199000,43.704224,-79.252716,360
"590 MOUNT PLEASANT RD Toronto, ON",North Toronto,140000,43.703491,-79.388527,109
"#714 - 942 YONGE ST Toronto, ON",Midtown Toronto,499000,43.674416,-79.389023,13
"#1908 - 72 ESTHER SHINER BLVD Toronto, ON",Bayview Village,449990,43.768646,-79.369026,57
"#115&amp;116 - 127 Westmore Dr Toronto, ON",Rexdale,588888,43.736019,-79.600555,23
"#11 -14 - 2901 STEELES AVE W Toronto, ON",York University Heights,198888,43.781139,-79.492851,134
"#3009 - 85 QUEENS WHARF RD Toronto, ON",Downtown,335000,43.638866,-79.398438,4
"#1005 - 60 ANNIE CRAIG DR Toronto, ON",Mimico,489000,43.625118,-79.478767,48
"#3907 - 28 Ted Rogers Way Toronto, ON",Downtown,499000,43.670547,-79.380585,4
"#4 C - 36 HAZELTON AVE Toronto, ON",Midtown Toronto,3128000,43.671864,-79.393814,13
"#1003 E - 36 LISGAR ST Toronto, ON",Little Portugal,349900,43.641697,-79.423431,136
"#608 - 39 JARVIS ST Toronto, ON",Downtown,1998000,43.650143,-79.371605,4
"#507 - 1638 BLOOR ST W Toronto, ON",High Park North,379900,43.65572,-79.45649,200
"#2905 - 21 WIDMER ST Toronto, ON",Downtown,445000,43.647224,-79.391098,4
"1001 EASTERN AVE Toronto, ON",Leslieville,2490000,43.663506,-79.319931,74
"#1306 - 32 DAVENPORT RD Toronto, ON",Midtown Toronto,699000,43.673172,-79.389687,13
"#1502 - 35 BASTION ST Toronto, ON",Niagara,536000,43.637207,-79.403572,54
"#2908 - 33 Sheppard Ave Toronto, ON",Willowdale,630000,43.761196,-79.408951,32
"#908 - 8 THE ESPLANADE AVE Toronto, ON",Downtown,669888,43.64613,-79.375778,4
"#1102 - 21 Iceboat Terr Toronto, ON",Downtown,339000,43.640381,-79.397339,4
"#4703 - 325 BAY ST N Toronto, ON",Downtown,1600000,43.649799,-79.38028,4
"238 LAWRENCE AVE E Toronto, ON",Midtown Toronto,1199000,43.727768,-79.389908,13
"#309 - 15 GREENVIEW AVE Toronto, ON",Newtonbrook,359900,43.78017,-79.418251,49
"1059 Dufferin St Toronto, ON",Dovercourt Park,1100000,43.661392,-79.435753,878
"#335 - 4438 SHEPPARD AVE E Toronto, ON",Agincourt,250000,43.788311,-79.268082,19
"#1021 - 1 OLD MILL DR Toronto, ON",Lambton Baby Point,1280000,43.648243,-79.486626,116
"3748 Bathurst St Toronto, ON",Wilson Heights,289000,43.737118,-79.434029,31
"#3305 - 375 KING ST W Toronto, ON",Downtown,488800,43.645641,-79.392952,4
"#2705 - 1 KING ST W Toronto, ON",Downtown,259900,43.648712,-79.378204,4
"#524 - 51 TROLLEY CRES Toronto, ON",Downtown,314900,43.657074,-79.355232,4
"#3101 - 375 KING ST W Toronto, ON",Downtown,338900,43.645641,-79.392952,4
"55 Beverly Hills Dr Toronto, ON",Downsview,6000,43.717987,-79.511543,71
"#4502 - 35 BALMUTO ST Toronto, ON",Downtown,1650000,43.669456,-79.387474,4
"#4603 - 16 HARBOUR ST Toronto, ON",Downtown,1039888,43.642578,-79.3769,4
"#2306 - 1 KING ST W Toronto, ON",Downtown,239000,43.648712,-79.378204,4
"1387 Lawrence Ave Toronto, ON",Brookhaven - Amesbury,399000,43.709023,-79.47715,126
"#109 - 127 WESTMORE DR Toronto, ON",Rexdale,185000,43.736019,-79.600555,23
"#472 - 209 Fort York Blvd Toronto, ON",Niagara,289900,43.636963,-79.404671,54
"116 MANVILLE RD Toronto, ON",Golden Mile,3999000,43.724213,-79.283386,356
"#1411 - 70 Temperance St Toronto, ON",Downtown,664900,43.650372,-79.382347,4
"1 ST MARGARETS DR Toronto, ON",York Mills,4850000,43.738846,-79.396927,63
"#2806 - 60 TOWN CENTRE CRT Toronto, ON",Bendale,289000,43.773346,-79.256149,58
"2620 EGLINTON AVE E Toronto, ON",Eglinton East,20000,43.735878,-79.252121,114
"24 HUTCHCROFT AVE Toronto, ON",Milliken,950000,43.818409,-79.277916,30
"#19 - 2524 Finch Ave Toronto, ON",Humber Summit,188800,43.749039,-79.559235,119
"4067 CHESSWOOD DR Toronto, ON",York University Heights,150000,43.759502,-79.478058,134
"1646 VICTORIA PARK AVE Toronto, ON",Victoria Village,324000,43.73098,-79.30584,128
"1262 Danforth Ave Toronto, ON",East Danforth,48000,43.681999,-79.330734,108
"726 EGLINTON AVE E Toronto, ON",Leaside,1180000,43.712784,-79.368645,69
"#Ph24 - 500 Doris Ave Toronto, ON",Willowdale,958800,43.776451,-79.414017,32
"#3204 - 28 Ted Rogers Way Toronto, ON",Downtown,563000,43.670547,-79.380585,4
"#B08 - 4779 STEELES AVE E Toronto, ON",Milliken,48888,43.825432,-79.298477,30
"#1911 - 33 Shore Breeze Dr Toronto, ON",Thornhill,459786,43.830166,-79.467117,692
"#28 - 1139 MORNINGSIDE AVE Toronto, ON",Rouge,379900,43.801224,-79.199356,80
"#412 - 50 Town Centre Crt Toronto, ON",Bendale,279900,43.773251,-79.255272,58
"#517 - 88 GRANDVIEW WAY Toronto, ON",Willowdale,449000,43.774658,-79.412415,32
"#10 - 285 Port Union Rd Toronto, ON",Port Union,188000,43.789127,-79.140648,129
"3426 LAKESHORE BLVD W Toronto, ON",Long Branch,145000,43.595699,-79.528984,70
"#F-207 - 865 Passmore Ave Toronto, ON",Armdale,300,43.830791,-79.24955,132
"#2608 - 5168 Yonge St Toronto, ON",Willowdale,409900,43.769829,-79.413467,32
"#Th 117 - 39 Queens Quay E Way Toronto, ON",Downtown,1488000,43.641346,-79.372421,4
"#917 - 35 HOLLYWOOD AVE Toronto, ON",Willowdale,515000,43.765842,-79.410057,32
"#E-103 - 855 Passmore Ave Toronto, ON",Armdale,220,43.830791,-79.24955,132
"#919 - 100 SCOTTFIELD DR Toronto, ON",Agincourt,255000,43.810841,-79.252914,19
"31 Marina Ave Toronto, ON",Long Branch,1499000,43.593056,-79.534187,70
"#1017 - 386 YONGE ST Toronto, ON",Downtown,569900,43.659328,-79.382675,4
"#109 - 25 Earlington Ave Toronto, ON",The Kingsway,289900,43.661209,-79.508301,210
"112 LAKE SHORE DR Toronto, ON",New Toronto,1495000,43.594883,-79.504204,354
"#915 - 386 YONGE ST Toronto, ON",Downtown,921000,43.659328,-79.382675,4
"#215 - 3520 DANFORTH AVE Toronto, ON",Oakridge,283000,43.694603,-79.273277,155
"#3220 - 5 Sheppard Ave Toronto, ON",Jane and Finch,665000,43.744011,-79.491524,124
"#233 - 201 CARLAW AVE Toronto, ON",Leslieville,299900,43.662479,-79.340218,74
"#4808 - 45 CHARLES ST E Toronto, ON",Downtown,869900,43.668777,-79.383995,4
"615 BLOOR ST W Toronto, ON",Palmerston - Little Italy,82500,43.664452,-79.413788,835
"#651 - 151 DAN LECKIE WAY Toronto, ON",Downtown,578800,43.639782,-79.397949,4
"59 ALNESS ST Toronto, ON",York University Heights,109000,43.77359,-79.472168,134
"#104 - 625 QUEEN ST E Toronto, ON",Riverdale,679000,43.657894,-79.352921,76
"#236 - 1700 WILSON AVE Toronto, ON",Downsview,49000,43.72126,-79.511993,71
"#1703 - 3300 Don Mills Rd Toronto, ON",Don Valley Village,385500,43.791817,-79.355553,29
"#2303 - 80 JOHN ST Toronto, ON",Downtown,739900,43.646809,-79.390182,4
"#428 - 39 QUEENS QUAY Toronto, ON",Downtown,509000,43.641346,-79.372421,4
"#410 - 23 REAN DR Toronto, ON",Bayview Village,414900,43.767406,-79.382858,57
"#4004 - 21 WIDMER ST Toronto, ON",Downtown,541900,43.647224,-79.391098,4
"#1403 - 21 GRENVILLE ST Toronto, ON",Downtown,429000,43.661793,-79.384506,4
"#108 - 25 FOUR WINDS DR Toronto, ON",Jane and Finch,254900,43.764423,-79.496277,124
"27 Castleton Ave Toronto, ON",Rockcliffe - Smythe,929000,43.669868,-79.486053,207
"176 BEDFORD RD Toronto, ON",Midtown Toronto,4680000,43.675293,-79.400276,13
"#303 - 256 DORIS AVE Toronto, ON",Willowdale,394800,43.771595,-79.412178,32
"235 Dixon Rd Toronto, ON",The Westway,34000,43.696678,-79.543839,334
"16 GLENALLAN RD Toronto, ON",Midtown Toronto,5560000,43.722378,-79.385529,13
"#707 - 35 BALMUTO ST Toronto, ON",Downtown,415000,43.669456,-79.387474,4
"#1706 - 90 Park Lawn Rd Toronto, ON",Humber Bay,485000,43.624374,-79.485542,329
"#3204 - 105 THE QUEENSWAY Toronto, ON",Swansea,354900,43.636173,-79.470757,60
"#311 - 218 Queens Quay Toronto, ON",Downtown,479000,43.639851,-79.382431,4
"595 MT. PLEASANT RD Toronto, ON",North Toronto,280000,43.703854,-79.388176,109
"#909 - 62 FOREST MANOR RD Toronto, ON",Henry Farm,449900,43.773922,-79.345726,61
"#Ph04 - 5229 Dundas St Toronto, ON",Islington - City Centre West,674900,43.639355,-79.536949,66
"#11 - 2300 LAWRENCE AVE E Toronto, ON",Dorset Park,82000,43.750603,-79.276802,14
"19 ESTORIL TERR Toronto, ON",Stockyards District,1399000,43.677338,-79.465416,852
"#328 - 4438 SHEPPARD AVE E Toronto, ON",Agincourt,20000,43.788311,-79.268082,19
"#Parkin- 11 BRUNEL CRT Toronto, ON",Downtown,35000,43.6395,-79.393425,4
"3775 Lake Shore Blvd Toronto, ON",Parkdale,1099000,43.635445,-79.441032,12
"#805 - 68 MERTON ST Toronto, ON",Midtown Toronto,611900,43.696835,-79.393997,13
"#133 - 250 WELLINGTON ST W Toronto, ON",Downtown,475000,43.645195,-79.390678,4
"#809 - 88 Palace Pier Crt Toronto, ON",Mimico,385000,43.630856,-79.475014,48
"#328 - 21 NELSON ST Toronto, ON",Eglinton East,399000,43.746014,-79.232513,114
"#1908 W - 36 LISGAR ST Toronto, ON",Little Portugal,319900,43.641697,-79.423431,136
"#1503 - 88 SHEPPARD AVE E Toronto, ON",Willowdale,479900,43.763969,-79.407013,32
"#3102 - 50 Yorkville Ave Toronto, ON",Midtown Toronto,3580000,43.67173,-79.389694,13
"45 OVERLEA BLVD Toronto, ON",Thorncliffe Park,69000,43.705597,-79.345993,344
"#Th11 - 121 MCMAHON DR Toronto, ON",Bayview Village,889000,43.767746,-79.370918,57
"#Ph18 - 3050 Ellesmere Rd Toronto, ON",Morningside,199000,43.786037,-79.197723,16
"#601 - 126 Simcoe St Toronto, ON",Entertainment District,359900,43.649025,-79.387138,110
"#211 - 28 ROSEBANK DR N Toronto, ON",Malvern,525000,43.792122,-79.235725,28
"#2908 - 59 ANNIE CRAIG DR Toronto, ON",Mimico,639000,43.624969,-79.478081,48
"#2601 - 32 DAVENPORT RD Toronto, ON",Midtown Toronto,360000,43.673172,-79.389687,13
"295 EARLSCOURT AVE Toronto, ON",Fairbank,950000,43.686459,-79.451279,6
"115 Sylvan Ave Toronto, ON",Guildwood,2899000,43.734413,-79.209335,323
"#706 - 3 MASSEY SQ Toronto, ON",Old East York,238900,43.696827,-79.293411,5
"#720 - 1 KING ST W Toronto, ON",Downtown,235000,43.648712,-79.378204,4
"#1026 - 700 HUMBERWOOD BLVD Toronto, ON",Rexdale,299990,43.724766,-79.616486,23
"#130 - 4470 KINGSTON RD Toronto, ON",West Hill,484900,43.769436,-79.188362,68
"63 Goswell Rd Toronto, ON",Islington - City Centre West,1299900,43.64753,-79.544487,66
"#1110 - 68 ABELL ST Toronto, ON",Little Portugal,265990,43.642391,-79.424736,136
"#3 D - 1 CHEDINGTON PL Toronto, ON",Toronto,2250000,43.727787,-79.381371,67
"#5 - 385 THE WEST MALL Toronto, ON",Eatonville,49000,43.641918,-79.565247,130
"92 NORTH DR Toronto, ON",Edenbridge - Humber Valley,4888000,43.677505,-79.521782,782
"#136 - 3351 MARKHAM RD Toronto, ON",Rouge,230000,43.836353,-79.250473,80
"814 Dundas St Toronto, ON",Trinity - Bellwoods,30000,43.65181,-79.408936,113
"#602 - 18 WYNFORD DR Toronto, ON",Wynford-Concorde,295000,43.723839,-79.337303,364
"#3 - 260 Nantucket Blvd Toronto, ON",Dorset Park,5,43.760124,-79.275925,14
"19 BOOT TERR Toronto, ON",York University Heights,868888,43.767239,-79.504723,134
"#607 - 120 Dallimore Circ Toronto, ON",Don Mills,423800,43.730209,-79.332375,349
"#604 - 181 Wynford Dr Toronto, ON",Victoria Village,332000,43.724998,-79.328636,128
"#302 - 1159 BIRCHMOUNT RD Toronto, ON",Dorset Park,119000,43.741192,-79.281723,14
"5 Northcliffe Blvd Toronto, ON",Regal Heights,1995000,43.67487,-79.439171,368
"22 -22A REXDALE BLVD Toronto, ON",Rexdale,900000,43.713955,-79.557671,23
"97A Sherwood Ave Toronto, ON",Sherwood Park,2575000,43.714428,-79.394653,337
"9 June Ave Toronto, ON",Downsview,762900,43.720753,-79.517281,71
"#2102 - 168 BONIS AVE Toronto, ON",Tam O'Shanter,549000,43.785709,-79.293724,24
"3 Forthbridge Cres Toronto, ON",Downsview,1679000,43.729599,-79.5,71
"#917 - 15 JAMES FINLAY WAY Toronto, ON",Downsview,289900,43.726418,-79.479942,71
"#18 A - 3220 DUFFERIN ST Toronto, ON",Yorkdale,69000,43.719013,-79.457947,926
"#805 - 36 Lisgar St Toronto, ON",Little Portugal,269500,43.641697,-79.423431,136
"2 Centurion Crt Toronto, ON",Bayview Woods - Steeles,1758888,43.793625,-79.39222,18
"#Ph10 - 19 SINGER CRT Toronto, ON",Bayview Village,319000,43.769569,-79.369514,57
"#520 - 25 GREENVIEW AVE Toronto, ON",Newtonbrook,455000,43.78067,-79.418343,49
"70 Hartfield Rd Toronto, ON",Edenbridge - Humber Valley,2649000,43.665764,-79.527443,782
"#2802 - 60 Town Centre Crt Toronto, ON",Bendale,299000,43.773346,-79.256149,58
"46 Wimbleton Rd Toronto, ON",Edenbridge - Humber Valley,2325000,43.660347,-79.523361,782
"#621 - 2885 BAYVIEW AVE Toronto, ON",Bayview Village,539000,43.767937,-79.387955,57
"3 BLUENOSE CRES Toronto, ON",Highland Creek,999900,43.793736,-79.162827,203
"#1105 - 32 Davenport Rd Toronto, ON",Midtown Toronto,729900,43.673172,-79.389687,13
"#1711 - 5162 Yonge Ave Toronto, ON",Willowdale,412000,43.769665,-79.41378,32
"#2109 - 100 ECHO PT Toronto, ON",Bridlewood,249000,43.798306,-79.314674,55
"1 Edgevalley Dr Toronto, ON",Edenbridge - Humber Valley,1695000,43.665733,-79.518074,782
"3154 Lake Shore Blvd Toronto, ON",New Toronto,1099000,43.598412,-79.51664,354
"#115 - 5168 YONGE ST Toronto, ON",Willowdale,449900,43.769829,-79.413467,32
"76 Boulton Ave Toronto, ON",Riverside,1550000,43.661396,-79.347633,341
"34 Eugene St Toronto, ON",Glen Park,698000,43.708862,-79.468758,335
